player1,player2,strat_1,strat_2,balance_code,playerwin
apropos0,Nari,GR,HK,,apropos0
Deanerbeck,creilly1,MR,GR,,Deanerbeck
ECDr,charlotte,GR,RW,,ECDr
tanini,creilly2,BR,MR,,creilly2
timri,Sabotage,AG,GM,,timri
tanini,creilly2,HW,RW,,creilly2
tanini,creilly2,MR,MR,,creilly2
Manakish,apropos0,MR,GR,,Manakish
tanini,apropos0,MR,BR,,apropos0
cute320215,apropos0,KR,BR,,cute320215
creilly1,ECDr,MR,GH,,creilly1
creilly1,ECDr,MR,BW,,creilly1
l17r,Frp97,BM,BG,,l17r
walshy1066,Deanerbeck,MR,MR,,Deanerbeck
Deanerbeck,ECDr,MR,GW,,ECDr
ECDr,creilly1,GH,MR,,creilly1
l17r,DoctorW,BM,BH,,l17r
elennon,Manakish,AK,AW,,elennon
l17r,apropos0,BM,GR,,l17r
Deanerbeck,creilly1,MR,GR,,Deanerbeck
l17r,apropos0,BM,MR,,l17r
timri,Ellen,BG,BW,,timri
sstein,Fbomb,BK,GM,,Fbomb
Sidthesloth,sstein,KW,BK,,sstein
jonildo,sophie,GW,BR,,sophie
ECDr,georgedo,BK,MR,,ECDr
ECDr,georgedo,BK,MR,,ECDr
Deanerbeck,Nari,MR,HK,,Deanerbeck
timri,Ellen,BG,GW,,timri
timri,deathseeker,BH,HR,,timri
ECDr,Luca1802,BK,MR,,Luca1802
creilly1,Ellen,GR,GW,,Ellen
creilly1,apropos0,GR,GR,,apropos0
timri,Ellen,BG,GW,,timri
tanini,creilly2,MR,MR,,creilly2
Luca1802,cptKav,BG,KW,,Luca1802
tanini,creilly2,BG,GW,,creilly2
Sidthesloth,alan,AK,BM,,Sidthesloth
Beth,probablytom,AR,BH,,Beth
creilly1,umachan,GR,GM,,creilly1
tanini,creilly2,HW,RW,,creilly2
Nari,umachan,GK,MW,,umachan
deathseeker,creilly1,HR,GR,,creilly1
tanini,deathseeker,BR,KR,,tanini
l17r,creilly2,BM,MR,,creilly2
Frp97,Ellen,BG,BG,,Ellen
creilly1,apropos0,MR,HR,,apropos0
tanini,deathseeker,BR,RW,,deathseeker
creilly1,umachan,MR,MR,,creilly1
walshy1066,probablytom,MR,BH,,walshy1066
tanini,deathseeker,HW,BR,,tanini
tanini,deathseeker,BW,MR,,tanini
creilly1,tanini,MR,MW,,creilly1
OKaemii,l17r,BG,BM,,l17r
alan,Fbomb,MW,GM,,Fbomb
alan,elennon,AM,AR,,elennon
l17r,tanini,BM,MR,,tanini
Beth,deathseeker,BK,KR,,Beth
creilly1,deathseeker,GR,RW,,creilly1
elennon,Paddy,BR,GW,,elennon
tanini,elennon,MR,AR,,elennon
Nari,deathseeker,GK,KR,,Nari
ECDr,Deanerbeck,GM,MR,,ECDr
basta,creilly1,BK,GR,,creilly1
tanini,OKaemii,MR,GM,,OKaemii
Deanerbeck,Fbomb,MR,GM,,Deanerbeck
deathseeker,Ellen,KR,BG,,Ellen
l17r,DoctorW,BM,RW,,DoctorW
tanini,l17r,BR,BM,,tanini
tanini,apropos0,HW,HM,,tanini
l17r,apropos0,BM,HM,,apropos0
l17r,apropos0,BM,BM,,apropos0
creilly1,umachan,MR,KW,,umachan
l17r,cwallis,BM,GM,,cwallis
l17r,Sidthesloth,BM,KW,,Sidthesloth
l17r,deathseeker,BM,BR,,l17r
elennon,apropos0,MR,MR,,elennon
jack,Fbomb,AM,GM,,jack
Fbomb,Nari,GM,HK,,Fbomb
Fbomb,Manakish,GM,MR,,Manakish
elennon,tanini,AR,GR,,tanini
cptKav,basta,AB,GH,,cptKav
elennon,apropos0,MR,BR,,elennon
Frp97,deathseeker,BG,BR,,deathseeker
ECDr,tanini,GH,MR,,tanini
apropos0,creilly1,MR,GR,,creilly1
georgedo,DavetheRave,MR,AW,,DavetheRave
sophie,Jamie,BR,GK,,sophie
l17r,creilly1,BM,GR,,l17r
creilly1,Manakish,MR,GM,,Manakish
Manakish,creilly1,MR,MR,,Manakish
Manakish,jack,MR,AR,,Manakish
tanini,creilly1,HW,GR,,creilly1
apropos0,jack,BR,AR,,apropos0
creilly1,jack,MW,AR,,jack
mosam1311,basta,HR,AB,,basta
timri,Frp97,BG,BG,,timri
jonildo,sophie,MR,BR,,jonildo
timri,creilly2,BG,RW,,creilly2
l17r,creilly2,BM,MR,,creilly2
l17r,umachan,BM,GM,,l17r
creilly1,Manakish,GR,AM,,Manakish
Nari,creilly1,GK,MR,,creilly1
l17r,apropos0,BM,HR,,l17r
timri,ECDr,BG,GH,,timri
Manakish,dalinar,GM,GR,,Manakish
georgedo,dalinar,MR,BG,,georgedo
sstein,dalinar,BK,AR,,sstein
Nonni,jonildo,AB,GW,,jonildo
sophie,cptKav,BK,GR,,cptKav
georgedo,Deanerbeck,MR,MR,,Deanerbeck
Luca1802,sstein,BG,BK,,Luca1802
tanini,apropos0,MR,HR,,tanini
Luca1802,tanini,BG,MR,,Luca1802
georgedo,ECDr,BK,BK,,georgedo
tanini,apropos0,HW,HR,,tanini
basta,umachan,AB,AW,,basta
Beth,cwallis,GH,GW,,cwallis
DoctorW,Nonni,RW,AB,,DoctorW
l17r,Frp97,BM,BG,,Frp97
charlotte,Sidthesloth,RW,KW,,charlotte
charlotte,Sidthesloth,RW,KW,,charlotte
tanini,elennon,HW,BR,,elennon
creilly2,probablytom,BG,MR,,probablytom
Beth,creilly2,BG,MR,,Beth
tanini,DoctorW,MR,BH,,DoctorW
DoctorW,tanini,BH,BR,,DoctorW
Frp97,probablytom,MR,MR,,Frp97
Nonni,rocinante,AB,BH,,Nonni
rocinante,umachan,AM,KW,,rocinante
sstein,norgart,BK,AR,,norgart
Deanerbeck,basta,MR,AH,,Deanerbeck
Nari,georgedo,HK,MR,,Nari
creilly1,ECDr,GR,BK,,ECDr
cptKav,norgart,AR,GR,,norgart
Nari,ECDr,GK,BG,,Nari
l17r,Deanerbeck,BM,MR,,l17r
Manakish,creilly1,KM,GW,,creilly1
jack,creilly1,AR,GR,,jack
cptKav,elennon,BW,BR,,cptKav
sophie,kubajj,BK,MR,,kubajj
apropos0,cptKav,HR,BH,,cptKav
georgedo,sstein,MR,BK,,georgedo
jack,creilly1,AR,GR,,creilly1
tanini,ECDr,BW,BK,,tanini
Luca1802,sstein,MR,BK,,sstein
Deanerbeck,l17r,MR,BM,,Deanerbeck
ECDr,l17r,GH,BM,,l17r
creilly1,jack,GR,AR,,creilly1
Ellen,sstein,GW,BK,,Ellen
charlotte,l17r,RW,BM,,l17r
Sidthesloth,tanini,KW,MR,,tanini
ECDr,Luca1802,GH,MR,,ECDr
charlotte,cptKav,RW,AB,,cptKav
l17r,charlotte,BM,RW,,l17r
ECDr,creilly1,GH,GR,,ECDr
charlotte,DoctorW,RW,BH,,charlotte
DoctorW,sstein,BH,BK,,DoctorW
apropos0,creilly1,HR,GR,,creilly1
sstein,creilly1,BK,GR,,sstein
timri,Frp97,BG,MR,,Frp97
georgedo,jack,MR,AR,,jack
alan,Ellen,GR,GR,,alan
jack,sophie,AR,BG,,sophie
rocinante,apropos0,KM,HM,,apropos0
timri,Frp97,BG,BG,,timri
Beth,Ellen,BG,GR,,Beth
Fbomb,basta,BM,AG,,Fbomb
Fbomb,Nari,GM,GK,,Nari
DoctorW,tanini,BH,MR,,tanini
Fbomb,elennon,GM,MR,,Fbomb
georgedo,Nari,MR,GK,,Nari
creilly1,creilly2,MR,MR,,creilly1
Deanerbeck,ECDr,MR,GH,,Deanerbeck
georgedo,ECDr,MR,AH,,georgedo
kubajj,umachan,MR,MR,,kubajj
Deanerbeck,georgedo,MR,MR,,georgedo
Sidthesloth,kubajj,AK,MR,,kubajj
Nari,sstein,GK,BK,,Nari
rocinante,sstein,GM,BK,,rocinante
sstein,basta,BK,AG,,sstein
creilly1,DoctorW,GR,BH,,DoctorW
tanini,DoctorW,GR,BH,,DoctorW
sstein,rocinante,BK,BM,,rocinante
tanini,Nari,MR,GK,,Nari
Paddy,l17r,GW,BM,,l17r
ECDr,creilly1,GR,MR,,ECDr
jonildo,l17r,GW,BM,,l17r
l17r,Paddy,BM,GW,,l17r
creilly1,cptKav,MR,AR,,creilly1
cptKav,l17r,HR,BM,,cptKav
l17r,Deanerbeck,BM,MR,,Deanerbeck
Deanerbeck,Fbomb,MR,GM,,Deanerbeck
Nari,Paddy,GK,GW,,Nari
georgedo,basta,MR,GW,,basta
rocinante,Paddy,MW,GW,,Paddy
Paddy,rocinante,GW,HM,,Paddy
creilly1,Fbomb,GR,GM,,creilly1
jack,Manakish,AR,MR,,jack
Luca1802,Manakish,BG,MR,,Manakish
Manakish,Nari,GM,GK,,Manakish
jack,l17r,AR,BM,,l17r
apropos0,jack,GM,AR,,jack
tanini,Paddy,MR,BM,,Paddy
Deanerbeck,basta,MR,MR,,Deanerbeck
DoctorW,sstein,BH,BK,,sstein
Fbomb,Ellen,GM,BR,,Fbomb
Frp97,Jamie,BG,GK,,Frp97
Jamie,cwallis,GK,BR,,Jamie
cwallis,demander,BW,KW,,cwallis
Jamie,demander,BK,BR,,Jamie
DavetheRave,Nari,BW,GK,,Nari
Paddy,Deanerbeck,GW,MR,,Paddy
Nari,Fbomb,GK,GM,,Fbomb
OKaemii,norgart,GM,GR,,norgart
ECDr,OKaemii,GH,GM,,ECDr
Nari,l17r,GK,BM,,l17r
basta,ECDr,BG,GR,,basta
jack,Fbomb,AR,GM,,Fbomb
jack,sstein,AR,BK,,jack
dalinar,walshy1066,GR,MR,,walshy1066
norgart,kubajj,GM,MR,,kubajj
norgart,Nari,AR,GK,,norgart
kubajj,norgart,MR,AH,,kubajj
ECDr,kubajj,GH,MR,,kubajj
kubajj,norgart,MR,BG,,kubajj
GraeChan,Deanerbeck,KW,MR,,Deanerbeck
cptKav,Paddy,BM,GW,,cptKav
basta,mosam1311,MR,KW,,basta
Deanerbeck,l17r,MR,BM,,Deanerbeck
cptKav,apropos0,AB,HR,,cptKav
elennon,kubajj,BR,MR,,kubajj
timri,Paddy,AG,MR,,Paddy
Paddy,georgedo,GW,MR,,Paddy
georgedo,Nari,MR,GK,,Nari
ECDr,jonildo,GH,GW,,ECDr
creilly1,basta,GR,HK,,basta
alan,norgart,BG,GR,,norgart
creilly1,alan,GR,BR,,creilly1
jonildo,sophie,MR,BW,,jonildo
basta,deathseeker,RW,RW,,basta
jonildo,Sidthesloth,GW,KW,,jonildo
cptKav,ECDr,AR,HM,,cptKav
MhairiM,creilly1,GR,GR,,MhairiM
Benlog,creilly1,KR,GR,,creilly1
sophie,Ellen,BR,BH,,Ellen
Deanerbeck,l17r,MR,BM,,l17r
apropos0,elennon,BR,MR,,apropos0
timri,Frp97,BG,BG,,Frp97
ECDr,sstein,BK,BK,,sstein
Deanerbeck,DavetheRave,MR,AW,,Deanerbeck
OKaemii,Fbomb,GM,GM,,OKaemii
apropos0,elennon,BR,MR,,elennon
cptKav,l17r,AR,BM,,cptKav
tanini,Fbomb,BR,GM,,tanini
Ellen,DavetheRave,HR,AW,,Ellen
Deanerbeck,basta,MR,HK,,basta
creilly1,creilly2,GR,RW,,creilly1
cptKav,mosam1311,MW,BH,,mosam1311
Nari,Fbomb,GK,GM,,Nari
sophie,Nonni,BR,AB,,Nonni
Nari,apropos0,GK,BR,,apropos0
Fbomb,apropos0,GM,BM,,apropos0
timri,creilly2,BG,MR,,creilly2
timri,Frp97,BG,BG,,Frp97
Nonni,Nari,AB,GK,,Nari
timri,georgedo,BG,MR,,georgedo
timri,tanini,AG,MR,,timri
rocinante,sstein,GR,BK,,rocinante
Ellen,Frp97,BH,BG,,Ellen
georgedo,basta,MR,HK,,georgedo
sstein,DavetheRave,BK,BH,,sstein
cptKav,creilly1,MR,MR,,cptKav
Nonni,Manakish,AB,GM,,Manakish
Beth,Ellen,BG,BH,,Beth
sophie,Frp97,BK,BG,,sophie
Paddy,apropos0,MR,BR,,Paddy
alan,Nari,BW,HK,,Nari
alan,apropos0,AR,BR,,alan
georgedo,Nari,GW,GK,,Nari
Manakish,creilly1,GM,MR,,Manakish
DoctorW,Frp97,BH,BG,,DoctorW
Fbomb,apropos0,GM,BM,,Fbomb
Fbomb,l17r,GM,BM,,l17r
apropos0,Fbomb,BM,GM,,apropos0
apropos0,Fbomb,MR,GM,,apropos0
apropos0,Fbomb,MR,GM,,apropos0
Nonni,georgedo,AB,MR,,Nonni
apropos0,Fbomb,MR,GM,,Fbomb
apropos0,Fbomb,MR,GM,,apropos0
Fbomb,apropos0,GM,MR,,apropos0
georgedo,rocinante,MR,AG,,georgedo
Fbomb,apropos0,BM,MR,,Fbomb
Fbomb,apropos0,BM,MR,,apropos0
Fbomb,apropos0,BM,MR,,apropos0
Fbomb,apropos0,GM,BM,,Fbomb
Fbomb,apropos0,GM,MW,,Fbomb
timri,Frp97,BG,BG,,Frp97
Deanerbeck,basta,MR,HK,,Deanerbeck
sophie,basta,BK,MR,,sophie
mosam1311,basta,AW,HK,,basta
Paddy,creilly1,MR,GR,,Paddy
creilly1,GraeChan,MR,KR,,GraeChan
tanini,elennon,MR,MR,,tanini
sstein,tanini,BK,MR,,tanini
timri,tanini,BG,BR,,tanini
Manakish,ECDr,MR,BM,,Manakish
Nari,timri,GK,BG,,timri
tanini,creilly2,BR,MR,,tanini
DoctorW,creilly1,BH,MR,,creilly1
tanini,ECDr,BR,GH,,tanini
jack,Deanerbeck,AR,MR,,Deanerbeck
Beth,basta,BR,HK,,Beth
l17r,cwallis,BM,GW,,l17r
Deanerbeck,cptKav,MR,MR,,cptKav
cptKav,Fbomb,AR,GM,,Fbomb
cptKav,Paddy,GK,MR,,cptKav
creilly1,Paddy,MR,MR,,creilly1
alan,umachan,AR,AW,,alan
Paddy,Manakish,MR,GM,,Paddy
l17r,Fbomb,BM,GM,,Fbomb
basta,Frp97,MR,BG,,basta
Paddy,Ellen,MR,BH,,Ellen
creilly1,apropos0,MR,BM,,creilly1
sstein,ECDr,BK,MR,,sstein
l17r,Sidthesloth,BM,KW,,Sidthesloth
Paddy,l17r,MR,BM,,l17r
ECDr,Paddy,MR,MR,,ECDr
l17r,Paddy,BM,MR,,Paddy
sstein,Ellen,BK,BH,,sstein
cptKav,elennon,AG,MR,,elennon
cptKav,ECDr,BH,BH,,cptKav
sstein,apropos0,BK,MR,,apropos0
Manakish,DavetheRave,GM,BR,,DavetheRave
tanini,Manakish,MR,GM,,Manakish
jack,sstein,AR,BK,,sstein
jack,apropos0,AR,MW,,jack
cwallis,demander,GH,HR,,demander
georgedo,l17r,MR,BM,,l17r
timri,rocinante,BG,MW,,timri
creilly1,Luca1802,GR,BG,,Luca1802
Luca1802,Ellen,BG,BH,,Ellen
ECDr,Frp97,BK,BG,,Frp97
Sidthesloth,sstein,KW,BK,,Sidthesloth
cptKav,Paddy,MW,MR,,Paddy
Fbomb,cptKav,GM,BH,,Fbomb
Deanerbeck,georgedo,MR,MR,,georgedo
walshy1066,Fbomb,MR,GM,,walshy1066
umachan,Nari,AW,GK,,Nari
Fbomb,Manakish,GM,MR,,Fbomb
Manakish,tanini,GM,BR,,tanini
apropos0,Manakish,MR,GM,,Manakish
georgedo,alan,MR,MW,,georgedo
Nonni,alan,AB,AM,,alan
Nonni,alan,AB,AB,,Nonni
georgedo,apropos0,MR,MR,,apropos0
Manakish,sophie,GM,BK,,Manakish
Nari,georgedo,HK,MR,,Nari
ECDr,DavetheRave,GH,BR,,DavetheRave
elennon,mosam1311,MR,KR,,mosam1311
elennon,charlotte,MR,RW,,charlotte
demander,Beth,HR,BG,,Beth
GraeChan,Deanerbeck,KW,MR,,Deanerbeck
GraeChan,cptKav,AK,AG,,cptKav
apropos0,sophie,BM,BK,,sophie
Frp97,Ellen,BG,BH,,Ellen
walshy1066,Frp97,MR,BG,,walshy1066
Fbomb,tanini,GM,BR,,tanini
Fbomb,tanini,GM,MR,,Fbomb
Deanerbeck,creilly1,MR,GR,,creilly1
Kojack,Fbomb,KR,GM,,Kojack
Fbomb,rocinante,GM,GH,,Fbomb
jack,apropos0,AR,MR,,apropos0
cptKav,Deanerbeck,AR,MR,,Deanerbeck
Fbomb,rocinante,GM,MW,,Fbomb
l17r,Ellen,BM,BH,,Ellen
sophie,Deanerbeck,BK,MR,,sophie
Atrps,Benlog,AH,KR,,Benlog
dalinar,tanini,BG,HW,,dalinar
dalinar,tanini,GR,BR,,tanini
Beth,Ellen,BR,BH,,Beth
Ellen,walshy1066,BH,MR,,walshy1066
DavetheRave,sstein,BR,BK,,DavetheRave
Apollogize,tanini,AK,MR,,tanini
jack,Damian,AR,KR,,jack
tanini,creilly2,BR,MR,,creilly2
tanini,creilly2,BW,RW,,tanini
l17r,walshy1066,BM,MR,,walshy1066
l17r,Manakish,BM,GM,,l17r
rocinante,Fbomb,MW,GM,,Fbomb
l17r,ECDr,BM,MR,,l17r
sophie,elennon,BR,MR,,sophie
Fbomb,Nari,GM,HK,,Nari
Fbomb,Deanerbeck,GM,MR,,Fbomb
cptKav,Deanerbeck,AG,MR,,cptKav
Beth,Damian,KW,AK,,Damian
basta,Damian,AG,AK,,Damian
timri,basta,BG,AB,,timri
Fbomb,Deanerbeck,GM,MR,,Deanerbeck
georgedo,sstein,MR,BK,,sstein
Deanerbeck,apropos0,MR,MR,,Deanerbeck
Frp97,walshy1066,BG,BM,,Frp97
cptKav,basta,HK,HK,,basta
umachan,l17r,MW,BM,,l17r
l17r,sophie,BM,BK,,l17r
georgedo,mosam1311,MR,HM,,mosam1311
rocinante,Nonni,BG,AB,,Nonni
umachan,Ellen,MW,BH,,umachan
Beth,Ellen,AW,BH,,Ellen
DoctorW,Paddy,RW,MR,,Paddy
DoctorW,Nonni,BH,AK,,DoctorW
apropos0,Fbomb,MR,GM,,apropos0
sstein,Sidthesloth,BK,KW,,Sidthesloth
Beth,walshy1066,BG,MR,,Beth
umachan,Nari,MW,GK,,Nari
dalinar,rocinante,AR,MW,,rocinante
creilly1,sstein,GR,BK,,sstein
l17r,Ellen,BM,BH,,Ellen
Shanys,Atrps,AH,HK,,Atrps
basta,cptKav,AR,AB,,cptKav
timri,Frp97,BG,BG,,Frp97
dalinar,basta,BW,BG,,basta
Paddy,l17r,MR,BM,,Paddy
Paddy,timri,MR,BG,,Paddy
timri,Frp97,BG,BG,,Frp97
jack,Frp97,AR,BG,,Frp97
apropos0,timri,MR,BG,,timri
Deanerbeck,apropos0,MR,MR,,apropos0
basta,Frp97,MR,MR,,Frp97
timri,Nari,BG,GK,,timri
Shanys,walshy1066,AH,MR,,Shanys
DavetheRave,ECDr,BR,GW,,DavetheRave
DavetheRave,sstein,RW,BK,,DavetheRave
Ellen,elennon,BH,MR,,Ellen
georgedo,apropos0,MR,MR,,apropos0
Paddy,Nari,MR,GK,,Paddy
georgedo,Nari,BG,GK,,georgedo
l17r,cptKav,BM,AB,,l17r
l17r,Frp97,BM,BG,,l17r
Benlog,timri,AR,BG,,Benlog
timri,Benlog,BG,AR,,timri
Paddy,creilly1,MR,MR,,Paddy
ECDr,Apollogize,GW,HK,,Apollogize
Fbomb,jack,GM,AR,,jack
ECDr,Fbomb,GW,GM,,ECDr
creilly1,ECDr,MR,GW,,ECDr
Paddy,Nonni,MR,AB,,Paddy
l17r,Frp97,BM,BG,,l17r
timri,Frp97,BG,BG,,timri
apropos0,Paddy,MR,MR,,apropos0
creilly1,tanini,MR,BR,,creilly1
Jamie,Ellen,BK,BK,,Ellen
Nari,cptKav,GK,MW,,cptKav
apropos0,Deanerbeck,MR,MR,,apropos0
basta,apropos0,AW,MR,,basta
Apollogize,Benlog,AK,KR,,Apollogize
walshy1066,Ellen,MR,BH,,walshy1066
ECDr,Fbomb,GW,GM,,ECDr
sophie,cwallis,BR,GR,,sophie
Nonni,alan,AB,AR,,Nonni
walshy1066,Frp97,GR,MR,,Frp97
alan,apropos0,AR,BR,,alan
timri,Frp97,BG,BG,,timri
ECDr,Apollogize,GW,AK,,Apollogize
alan,Deanerbeck,AR,MR,,Deanerbeck
timri,creilly2,BG,MR,,timri
sstein,Apollogize,BK,AK,,sstein
ECDr,Apollogize,GW,AK,,ECDr
Apollogize,umachan,AK,MW,,umachan
creilly2,Frp97,MR,MR,,Frp97
georgedo,DoctorW,MR,BH,,georgedo
Fbomb,DoctorW,GM,BH,,Fbomb
apropos0,Apollogize,MR,AK,,Apollogize
basta,sstein,HK,BK,,sstein
Sabotage,basta,GM,MR,,Sabotage
georgedo,Atrps,MR,HR,,Atrps
l17r,georgedo,BM,MR,,georgedo
sstein,umachan,BK,BK,,sstein
apropos0,Ellen,MR,BH,,Ellen
l17r,Benlog,BM,HK,,Benlog
timri,Frp97,BG,BG,,timri
georgedo,Atrps,MR,AK,,georgedo
basta,mosam1311,MR,HM,,basta
georgedo,creilly1,BG,MR,,georgedo
creilly1,Ellen,MW,BH,,creilly1
Benlog,creilly1,HK,MR,,Benlog
Benlog,creilly1,HR,GR,,Benlog
basta,Sabotage,AW,GM,,basta
Atrps,georgedo,HR,MR,,Atrps
elennon,Nonni,MR,AB,,elennon
Nari,Nonni,GK,AB,,Nari
Nonni,Nari,AB,GK,,Nonni
cptKav,creilly1,AB,GR,,creilly1
Nari,Atrps,GH,RW,,Nari
Nonni,Nari,AB,GK,,Nari
Nonni,cptKav,AB,HR,,Nonni
Nari,Deanerbeck,HK,MR,,Nari
Atrps,dalinar,AH,BG,,dalinar
tanini,dalinar,MR,AK,,tanini
dalinar,Paddy,BG,MR,,dalinar
creilly1,georgedo,GR,MR,,georgedo
basta,georgedo,HK,MR,,basta
basta,Frp97,HK,BG,,Frp97
Benlog,creilly1,RW,GR,,Benlog
Benlog,creilly1,HR,GR,,Benlog
basta,creilly1,AW,GR,,creilly1
tanini,creilly2,BG,RW,,creilly2
tanini,creilly2,MR,RW,,creilly2
elennon,Fbomb,MR,GM,,elennon
basta,Ellen,AW,BH,,Ellen
basta,creilly1,AB,GR,,creilly1
elennon,jack,GR,AR,,elennon
timri,tanini,BG,MR,,timri
jack,timri,AR,BG,,timri
georgedo,l17r,MR,BM,,georgedo
alan,Deanerbeck,AR,MR,,Deanerbeck
Fbomb,cptKav,GM,AB,,Fbomb
cptKav,timri,BG,BG,,timri
tanini,creilly2,GW,MR,,creilly2
basta,jack,RW,AR,,basta
Ellen,mosam1311,BH,GM,,mosam1311
sophie,apropos0,BM,MR,,sophie
sstein,Nari,BK,HK,,sstein
l17r,tanini,BM,MR,,l17r
l17r,Frp97,BM,BG,,l17r
creilly1,Benlog,GR,BK,,creilly1
Fbomb,Deanerbeck,GM,MR,,Fbomb
timri,creilly1,BG,MR,,timri
Benlog,creilly1,HR,GR,,Benlog
timri,jack,BG,AR,,timri
Ellen,cptKav,BH,AB,,Ellen
Deanerbeck,Benlog,MR,HM,,Deanerbeck
Luca1802,Deanerbeck,MW,MR,,Luca1802
georgedo,basta,MR,KR,,georgedo
timri,jack,BG,AR,,timri
umachan,ECDr,BM,GW,,ECDr
Benlog,Deanerbeck,MR,MR,,Deanerbeck
Luca1802,creilly1,BG,MW,,creilly1
jack,creilly1,AR,GR,,creilly1
l17r,Benlog,BM,AB,,l17r
l17r,Frp97,BM,MR,,l17r
l17r,creilly1,BM,GR,,l17r
Sidthesloth,cwallis,KW,KW,,Sidthesloth
Paddy,creilly1,MR,GR,,creilly1
creilly1,Benlog,GW,AB,,creilly1
Frp97,Ellen,BG,BH,,Ellen
elennon,sstein,RW,BK,,sstein
basta,Frp97,BG,BG,,Frp97
ECDr,Benlog,GW,GR,,Benlog
creilly1,l17r,MW,BM,,creilly1
l17r,creilly2,BM,RW,,l17r
creilly1,l17r,GW,BM,,l17r
creilly1,jack,GR,HR,,creilly1
Paddy,creilly1,MR,GR,,creilly1
cptKav,basta,MR,AH,,cptKav
jack,sstein,AR,BK,,sstein
Paddy,Benlog,MR,GR,,Paddy
cptKav,Nari,AB,GK,,Nari
Ellen,Sabotage,BH,GM,,Ellen
Frp97,DavetheRave,MR,KM,,Frp97
apropos0,Nari,GW,GK,,Nari
charlotte,apropos0,GW,MR,,charlotte
tanini,creilly2,MR,MR,,creilly2
tanini,creilly2,AB,RW,,creilly2
sophie,tanini,BK,BR,,tanini
Apollogize,apropos0,AK,MR,,Apollogize
Paddy,basta,MR,AW,,Paddy
creilly1,Frp97,GR,BG,,Frp97
charlotte,Sidthesloth,RW,KW,,charlotte
l17r,DavetheRave,BM,AB,,DavetheRave
elennon,Ellen,GR,BH,,elennon
elennon,apropos0,GR,MR,,apropos0
l17r,creilly1,BM,GR,,creilly1
sstein,elennon,BK,GW,,elennon
Beth,Sabotage,BM,GM,,Beth
l17r,cptKav,BM,AR,,l17r
apropos0,l17r,MR,BM,,apropos0
elennon,l17r,HR,BM,,l17r
georgedo,elennon,MR,GR,,elennon
georgedo,basta,MR,AH,,georgedo
georgedo,sophie,MR,BR,,georgedo
l17r,Frp97,BM,BG,,l17r
apropos0,creilly1,MR,GR,,creilly1
Sidthesloth,Fbomb,KW,GM,,Sidthesloth
georgedo,basta,MR,GW,,georgedo
basta,DavetheRave,AB,BR,,DavetheRave
ECDr,alan,GW,AR,,alan
alan,elennon,AR,RW,,elennon
Fbomb,alan,GM,AM,,alan
creilly1,Paddy,GK,MR,,Paddy
apropos0,creilly1,MR,GR,,apropos0
Fbomb,timri,GM,BG,,timri
Fbomb,basta,GM,HK,,basta
creilly1,DavetheRave,KM,BW,,creilly1
timri,basta,BG,GW,,basta
Fbomb,ECDr,GM,GW,,ECDr
Luca1802,Fbomb,BM,MW,,Luca1802
timri,Ellen,BG,BH,,Ellen
creilly1,Sidthesloth,GR,KW,,creilly1
apropos0,Sidthesloth,MR,KW,,apropos0
Luca1802,sophie,MW,BG,,Luca1802
apropos0,cptKav,MR,GH,,apropos0
cptKav,apropos0,KR,MR,,apropos0
apropos0,georgedo,MR,MR,,apropos0
sstein,georgedo,BK,MR,,sstein
Luca1802,Frp97,MW,MR,,Luca1802
creilly1,sstein,BK,BK,,creilly1
sstein,l17r,BK,BM,,sstein
basta,Frp97,MR,BG,,Frp97
DoctorW,sstein,RW,BK,,sstein
l17r,Frp97,BM,AM,,l17r
l17r,basta,BM,HK,,l17r
elennon,l17r,GH,BM,,l17r
cptKav,ECDr,HK,GW,,cptKav
basta,ECDr,HK,GW,,basta
sophie,sstein,BK,BK,,sstein
timri,Deanerbeck,BG,MR,,timri
dalinar,elennon,BR,GW,,elennon
l17r,elennon,BM,GH,,elennon
cptKav,apropos0,KR,MR,,apropos0
timri,creilly1,BG,AB,,timri
ECDr,basta,GW,AB,,basta
Benlog,ECDr,GM,GW,,Benlog
Benlog,apropos0,MR,MR,,Benlog
georgedo,Deanerbeck,MR,MR,,Deanerbeck
apropos0,georgedo,MR,MR,,georgedo
cptKav,apropos0,AH,MR,,apropos0
timri,creilly2,BG,RW,,creilly2
creilly1,sstein,GH,BK,,sstein
sstein,elennon,BK,GH,,sstein
creilly1,creilly2,MR,MR,,creilly1
Beth,GraeChan,GR,KR,,Beth
tanini,dalinar,BH,AW,,tanini
Deanerbeck,timri,MR,BG,,timri
Deanerbeck,jack,MR,AR,,Deanerbeck
l17r,basta,BM,RW,,basta
Deanerbeck,timri,MR,BG,,timri
creilly1,ECDr,MR,GW,,creilly1
creilly1,elennon,GR,GM,,elennon
cptKav,basta,AM,MR,,basta
ECDr,basta,GH,GW,,basta
creilly1,Fbomb,GR,GM,,creilly1
apropos0,Fbomb,MR,MW,,Fbomb
Kush,apropos0,HR,MW,,apropos0
cptKav,basta,AB,GW,,basta
creilly1,basta,GH,AW,,creilly1
elennon,Frp97,GM,MR,,Frp97
Ellen,elennon,BH,GH,,elennon
Kojack,Deanerbeck,KR,MR,,Deanerbeck
elennon,Kojack,GM,AR,,elennon
dalinar,cptKav,GR,HK,,cptKav
Ellen,basta,BH,AW,,Ellen
